data_class,combined_name,group_id,artifact_id,cve_id,severity,cve_patched,cve_publish_date,cve_duration,start_version,start_version_timestamp,start_version_date,end_version,end_version_timestamp,end_version_date,patched_version,patched_version_timestamp,patched_version_date,latest_version,api_id,api_aliases,scm_url,github_url,github_api_url,github_owner,github_repo
2,be.cylab:snakeyaml,be.cylab,snakeyaml,CVE-2022-38749,MODERATE,False,2022-09-06T00:00:27Z,68442045140,1.25.1,1566907690000,2019-08-27,1.25.1,1566907690000,2019-08-27,,,N/A,1.25.1,GHSA-c4r9-r8fh-9vj2,CVE-2022-38749,git@gitlab.cylab.be:cylab/snakeyaml.git,,,,
2,ca.juliusdavies:not-yet-commons-ssl,ca.juliusdavies,not-yet-commons-ssl,CVE-2014-3604,MODERATE,False,2022-05-14T03:59:54Z,78363701601,0.3.11,1256322759000,2009-10-23,0.3.9,1300203551000,2011-03-15,,,N/A,0.3.9,GHSA-cmxj-wx9v-52qr,CVE-2014-3604,http://juliusdavies.ca/svn/viewvc.cgi/not-yet-commons-ssl/tags/commons-ssl-0.3.11/,,,,
2,cc.plural:jsonij,cc.plural,jsonij,CVE-2023-34614,HIGH,False,2023-06-14T15:30:38Z,44107865109,0.2.3.6,1299224201000,2011-03-04,0.5.2,1546681111000,2019-01-05,,,N/A,0.5.2,GHSA-66gv-5m8q-rrjc,CVE-2023-34614,https://bitbucket.org/openecho/jsonij,,,,
0,ch.qos.logback:logback-classic,ch.qos.logback,logback-classic,CVE-2017-5929,CRITICAL,True,2021-06-07T16:07:36Z,-136489523000,0.2.5,1156351428000,2006-08-23,1.1.11,1488397024000,2017-03-01,1.2.0,1486592533000,2017-02-08,1.5.7,GHSA-vmfg-rjjm-rjrj,CVE-2017-5929,http://svn.qos.ch/viewcvs/logback/classic/trunk/,,,,
0,ch.qos.logback:logback-classic,ch.qos.logback,logback-classic,CVE-2023-6378,HIGH,True,2023-11-29T12:30:16Z,-184956322000,0.2.5,1156351428000,2006-08-23,1.3.11,1691609643000,2023-08-09,1.3.0-alpha0,1516304694000,2018-01-18,1.5.7,GHSA-vmq6-5m68-f53m,CVE-2023-6378,http://svn.qos.ch/viewcvs/logback/classic/trunk/,,,,
0,ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2017-5929,CRITICAL,True,2021-06-07T16:07:36Z,-136489571000,0.2.5,1156351334000,2006-08-23,1.1.11,1488396964000,2017-03-01,1.2.0,1486592485000,2017-02-08,1.5.7,GHSA-vmfg-rjjm-rjrj,CVE-2017-5929,http://svn.qos.ch/viewcvs/logback/core/trunk,,,,
0,ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2023-6378,HIGH,True,2023-11-29T12:30:16Z,-184956356000,0.2.5,1156351334000,2006-08-23,1.3.11,1691609613000,2023-08-09,1.3.0-alpha0,1516304660000,2018-01-18,1.5.7,GHSA-vmq6-5m68-f53m,CVE-2023-6378,http://svn.qos.ch/viewcvs/logback/core/trunk,,,,
0,ch.qos.logback:logback-core,ch.qos.logback,logback-core,CVE-2021-42550,MODERATE,True,2021-12-17T20:00:50Z,-123466590000,0.2.5,1156351334000,2006-08-23,1.2.8,1639482966000,2021-12-14,1.3.0-alpha0,1516304660000,2018-01-18,1.5.7,GHSA-668q-qrv7-99fm,CVE-2021-42550,http://svn.qos.ch/viewcvs/logback/core/trunk,,,,
0,com.adobe.xmp:xmpcore,com.adobe.xmp,xmpcore,CVE-2016-4216,HIGH,True,2018-10-19T16:39:29Z,-67246168000,5.1.0,1337783148000,2012-05-23,5.1.2,1341310419000,2012-07-03,6.0.4,1472721001000,2016-09-01,6.1.11,GHSA-qv32-7r6p-xhhh,CVE-2016-4216,http://www.adobe.com/devnet/xmp.html,,,,
0,com.alibaba:dubbo,com.alibaba,dubbo,CVE-2021-25640,MODERATE,True,2022-03-18T17:56:45Z,-302002962000,2.5.1,1345617370000,2012-08-22,2.6.8,1583800147000,2020-03-09,2.4.5,1345623243000,2012-08-22,2.6.12,GHSA-gw4j-4229-q4px,CVE-2021-25640,http://code.alibabatech.com/svn/dubbo/trunk,,,,
