data_class,combined_name,group_id,artifact_id,cve_id,severity,cve_patched,cve_publish_date,cve_duration,start_version,start_version_timestamp,start_version_date,end_version,end_version_timestamp,end_version_date,patched_version,patched_version_timestamp,patched_version_date,latest_version,api_id,api_aliases,scm_url,github_url,github_api_url,github_owner,github_repo
1,com.bstek.ureport:ureport2-console,com.bstek.ureport,ureport2-console,CVE-2022-25767,CRITICAL,True,2022-05-03T00:00:44Z,81470289769,2.0.0,1496377674000,2017-06-01,2.2.9,1533007544000,2018-07-30,,,N/A,,GHSA-w39x-chvm-pj3c,CVE-2022-25767,https://github.com/jacky6024/ureport2,https://github.com/jacky6024/ureport2,https://api.github.com/repos/jacky6024/ureport2,jacky6024,ureport2
0,com.amazonaws:aws-java-sdk-s3,com.amazonaws,aws-java-sdk-s3,CVE-2022-31159,HIGH,True,2022-07-15T20:44:55Z,-87175000,1.9.0,1412794015000,2014-10-08,1.12.260,1657753183000,2022-07-13,1.12.261,1657830720000,2022-07-14,,GHSA-c28r-hw5m-5gv3,CVE-2022-31159,https://github.com/aws/aws-sdk-java.git,https://github.com/aws/aws-sdk-java,https://api.github.com/repos/aws/aws-sdk-java,aws,aws-sdk-java
1,com.diamondq.common:common-thirdparty.jcasbin,com.diamondq.common,common-thirdparty.jcasbin,CVE-2021-29425,MODERATE,True,2021-04-26T16:04:00Z,113553293743,1.4.0,1584321705000,2020-03-15,1.4.0,1584321705000,2020-03-15,,,N/A,,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,https://github.com/diamondq/osgi-thirdparty/tree/master/common-thirdparty.jcasbin,https://github.com/diamondq/osgi-thirdparty,https://api.github.com/repos/diamondq/osgi-thirdparty,diamondq,osgi-thirdparty
0,com.ibeetl:beetl,com.ibeetl,beetl,CVE-2023-30331,CRITICAL,True,2023-05-04T03:30:22Z,-2722465000,2.2.5,1441722256000,2015-09-08,3.15.0.RELEASE,1679582852000,2023-03-23,3.15.1.RELEASE,1680448557000,2023-04-02,,GHSA-m69h-4frq-vwq7,CVE-2023-30331,https://github.com/javamonkey/beetl2.0.git,https://github.com/javamonkey/beetl2.0,https://api.github.com/repos/javamonkey/beetl2.0,javamonkey,beetl2.0
0,com.bmuschko:gradle-vagrant-plugin,com.bmuschko,gradle-vagrant-plugin,CVE-2021-21361,HIGH,True,2021-03-09T00:38:41Z,-1715009000,2.2,1612623084000,2021-02-06,2.2.1,1612922214000,2021-02-09,3.0.0,1613535312000,2021-02-16,,GHSA-jpcm-4485-69p7,CVE-2021-21361,https://github.com/bmuschko/gradle-vagrant-plugin,https://github.com/bmuschko/gradle-vagrant-plugin,https://api.github.com/repos/bmuschko/gradle-vagrant-plugin,bmuschko,gradle-vagrant-plugin
1,com.bstek.ureport:ureport2-console,com.bstek.ureport,ureport2-console,CVE-2020-21122,HIGH,True,2021-09-20T20:45:21Z,100835612769,2.0.0,1496377674000,2017-06-01,2.2.9,1533007544000,2018-07-30,,,N/A,,GHSA-6q3p-36f4-cwxv,CVE-2020-21122,https://github.com/jacky6024/ureport2,https://github.com/jacky6024/ureport2,https://api.github.com/repos/jacky6024/ureport2,jacky6024,ureport2
0,com.azure:azure-core-amqp,com.azure,azure-core-amqp,CVE-2020-16971,HIGH,True,2022-05-24T17:35:51Z,-50881606000,1.0.0-preview.1,1561742394000,2019-06-28,1.6.0-beta.1,1601083863000,2020-09-25,1.6.0,1602532145000,2020-10-12,,GHSA-8q69-pw39-hpqh,CVE-2020-16971,https://github.com/Azure/azure-sdk-for-java,https://github.com/Azure/azure-sdk-for-java,https://api.github.com/repos/Azure/azure-sdk-for-java,Azure,azure-sdk-for-java
0,com.amazon.ion:ion-java,com.amazon.ion,ion-java,CVE-2024-21634,HIGH,True,2024-01-03T22:04:08Z,-9070024000,1.4.0,1555023767000,2019-04-11,1.10.4,1694730813000,2023-09-14,1.10.5,1695249424000,2023-09-20,,GHSA-264p-99wq-f4j6,CVE-2024-21634,git@github.com:amzn/ion-java.git,https://github.com/amzn/ion-java,https://api.github.com/repos/amzn/ion-java,amzn,ion-java
0,com.diffplug.spotless:spotless-eclipse-groovy,com.diffplug.spotless,spotless-eclipse-groovy,CVE-2019-10753,MODERATE,True,2019-09-11T23:08:57Z,-17112774000,2.9.2,1532014494000,2018-07-19,3.0.0,1536039790000,2018-09-03,3.0.1,1551130563000,2019-02-25,,GHSA-gvxv-5fp2-358q,"CVE-2019-10753, SNYK-JAVA-COMDIFFPLUGSPOTLESS-460377",https://github.com/diffplug/eclipse-groovy,https://github.com/diffplug/eclipse-groovy,https://api.github.com/repos/diffplug/eclipse-groovy,diffplug,eclipse-groovy
0,com.diffplug.spotless:spotless-plugin-gradle,com.diffplug.spotless,spotless-plugin-gradle,CVE-2019-9843,HIGH,True,2019-07-05T21:07:40Z,-9763043000,3.0.0.BETA2,1483666347000,2017-01-05,3.19.0,1552326056000,2019-03-11,3.20.0,1552597817000,2019-03-14,,GHSA-7v35-qwwj-p98g,CVE-2019-9843,https://github.com/diffplug/plugin-gradle,https://github.com/diffplug/plugin-gradle,https://api.github.com/repos/diffplug/plugin-gradle,diffplug,plugin-gradle
0,com.aerospike:aerospike-client,com.aerospike,aerospike-client,CVE-2023-36480,CRITICAL,True,2023-08-03T19:45:39Z,-77207000,3.0.22,1392142253000,2014-02-11,6.1.11,1687383024000,2023-06-21,7.0.0,1691014732000,2023-08-02,,GHSA-jj95-55cr-9597,CVE-2023-36480,https://github.com/aerospike/aerospike-client-java,https://github.com/aerospike/aerospike-client-java,https://api.github.com/repos/aerospike/aerospike-client-java,aerospike,aerospike-client-java
0,ai.djl:api,ai.djl,api,CGA-mcv5-fjr6-wxgg,CRITICAL,True,2024-06-17T21:20:44Z,-2851813000,0.2.0,1574887177000,2019-11-27,0.27.0,1711652559000,2024-03-28,0.28.0,1715807431000,2024-05-15,,GHSA-w877-jfw7-46rj,"CGA-mcv5-fjr6-wxgg, CVE-2024-37902",https://github.com/awslabs/djl,https://github.com/awslabs/djl,https://api.github.com/repos/awslabs/djl,awslabs,djl
0,com.diffplug.spotless:spotless-eclipse-wtp,com.diffplug.spotless,spotless-eclipse-wtp,CVE-2019-10753,MODERATE,True,2019-09-11T23:08:57Z,-18399409000,3.9.5,1533742820000,2018-08-08,3.9.5,1533742820000,2018-08-08,3.9.6,1549843928000,2019-02-10,,GHSA-gvxv-5fp2-358q,"CVE-2019-10753, SNYK-JAVA-COMDIFFPLUGSPOTLESS-460377",https://github.com/diffplug/eclipse-wtp,https://github.com/diffplug/eclipse-wtp,https://api.github.com/repos/diffplug/eclipse-wtp,diffplug,eclipse-wtp
0,com.diffplug.gradle:goomph,com.diffplug.gradle,goomph,CVE-2022-26049,HIGH,True,2022-09-12T00:00:33Z,-2856107000,0.1.0,1444219630000,2015-10-07,3.37.1,1656205151000,2022-06-25,3.37.2,1660084726000,2022-08-09,,GHSA-p2f7-9cv7-jjf6,CVE-2022-26049,https://github.com/diffplug/goomph,https://github.com/diffplug/goomph,https://api.github.com/repos/diffplug/goomph,diffplug,goomph
0,com.clickhouse:clickhouse-client,com.clickhouse,clickhouse-client,CVE-2024-23689,HIGH,True,2024-01-19T21:30:36Z,-22661278000,0.3.2-test1,1638273085000,2021-11-30,0.4.5,1682382516000,2023-04-24,0.4.6,1683038558000,2023-05-02,,GHSA-3p77-wg4c-qm24,"CVE-2024-23689, GHSA-g8ph-74m6-8m7r",https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-client,https://github.com/ClickHouse/clickhouse-jdbc,https://api.github.com/repos/ClickHouse/clickhouse-jdbc,ClickHouse,clickhouse-jdbc
0,com.diffplug.spotless:spotless-eclipse-cdt,com.diffplug.spotless,spotless-eclipse-cdt,CVE-2019-10753,MODERATE,True,2019-09-11T23:08:57Z,-32203397000,9.4.3,1533743033000,2018-08-08,9.4.3,1533743033000,2018-08-08,9.4.4,1536039940000,2018-09-03,,GHSA-gvxv-5fp2-358q,"CVE-2019-10753, SNYK-JAVA-COMDIFFPLUGSPOTLESS-460377",https://github.com/diffplug/eclipse-cdt,https://github.com/diffplug/eclipse-cdt,https://api.github.com/repos/diffplug/eclipse-cdt,diffplug,eclipse-cdt
0,com.liferay.portal:com.liferay.portal.kernel,com.liferay.portal,com.liferay.portal.kernel,CVE-2020-7961,CRITICAL,True,2022-05-24T17:12:05Z,-80431002000,1.0.0,1457034511000,2016-03-03,2.158.0,1709034198000,2024-02-27,4.35.3,1572981323000,2019-11-05,,GHSA-w7pm-cc4v-f3g8,CVE-2020-7961,http://github.com/liferay/liferay-portal,https://github.com/liferay/liferay-portal,https://api.github.com/repos/liferay/liferay-portal,liferay,liferay-portal
1,com.cedarsoftware:json-io,com.cedarsoftware,json-io,CVE-2023-34610,HIGH,True,2023-06-14T15:30:38Z,7965108000,2.2.25,1378778713000,2013-09-09,4.14.0,1665780797000,2022-10-14,4.14.1,1694721746000,2023-09-14,,GHSA-779h-3r69-4f5p,CVE-2023-34610,https://github.com/jdereg/json-io,https://github.com/jdereg/json-io,https://api.github.com/repos/jdereg/json-io,jdereg,json-io
0,com.diffplug.spotless:spotless-maven-plugin,com.diffplug.spotless,spotless-maven-plugin,CVE-2019-9843,HIGH,True,2019-07-05T21:07:40Z,-9763297000,1.0.0.BETA1,1518395547000,2018-02-11,1.19.0,1552325969000,2019-03-11,1.20.0,1552597563000,2019-03-14,,GHSA-7v35-qwwj-p98g,CVE-2019-9843,https://github.com/diffplug/plugin-maven,https://github.com/diffplug/plugin-maven,https://api.github.com/repos/diffplug/plugin-maven,diffplug,plugin-maven
0,com.clickhouse:clickhouse-jdbc,com.clickhouse,clickhouse-jdbc,CVE-2024-23689,HIGH,True,2024-01-19T21:30:36Z,-22661280000,0.3.2-test1,1638273090000,2021-11-30,0.4.5,1682382530000,2023-04-24,0.4.6,1683038556000,2023-05-02,,GHSA-3p77-wg4c-qm24,"CVE-2024-23689, GHSA-g8ph-74m6-8m7r",https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-jdbc,https://github.com/ClickHouse/clickhouse-jdbc,https://api.github.com/repos/ClickHouse/clickhouse-jdbc,ClickHouse,clickhouse-jdbc
1,com.cosium.vet:vet,com.cosium.vet,vet,CVE-2021-29425,MODERATE,True,2021-04-26T16:04:00Z,113553293611,1.0,1519756588000,2018-02-27,3.22,1561450920000,2019-06-25,,,N/A,,GHSA-gwrp-pvrq-jmwv,CVE-2021-29425,https://github.com/Cosium/vet,https://github.com/Cosium/vet,https://api.github.com/repos/Cosium/vet,Cosium,vet
1,com.bstek.uflo:uflo-core,com.bstek.uflo,uflo-core,CVE-2022-25894,CRITICAL,True,2023-01-26T21:30:25Z,58237708327,2.0.0,1503301829000,2017-08-21,2.1.5,1564368050000,2019-07-28,,,N/A,,GHSA-8m9f-c5p9-wqch,CVE-2022-25894,https://github.com/youseries/uflo,https://github.com/youseries/uflo,https://api.github.com/repos/youseries/uflo,youseries,uflo
0,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,com.googlecode.wicket-jquery-ui,wicket-jquery-ui-parent,CVE-2018-1325,MODERATE,True,2022-05-14T00:58:29Z,-242629253000,6.7.0,1366235027000,2013-04-17,6.29.0,1519370163000,2018-02-22,7.0.0-M3,1409860656000,2014-09-04,,GHSA-pjv3-rh6v-2pj8,CVE-2018-1325,git@github.com:sebfz1/wicket-jquery-ui.git,https://github.com/sebfz1/wicket-jquery-ui,https://api.github.com/repos/sebfz1/wicket-jquery-ui,sebfz1,wicket-jquery-ui
0,com.google.protobuf:protobuf-parent,com.google.protobuf,protobuf-parent,CVE-2015-5237,HIGH,True,2022-05-13T01:06:54Z,-149569157000,3.0.0-beta-3,1464044074000,2016-05-23,3.3.1,1494870400000,2017-05-15,3.4.0,1502834857000,2017-08-15,,GHSA-jwvw-v7c5-m82h,"CVE-2015-5237, PYSEC-2017-65",https://github.com/google/protobuf,https://github.com/google/protobuf,https://api.github.com/repos/google/protobuf,google,protobuf
0,com.browserup:browserup-proxy,com.browserup,browserup-proxy,CVE-2020-26282,HIGH,True,2020-12-24T20:49:34Z,-821619000,1.1.0,1557947397000,2019-05-15,2.1.1,1590513843000,2020-05-26,2.1.2,1608021355000,2020-12-15,,GHSA-wmfg-55f9-j8hq,CVE-2020-26282,https://github.com/browserup/browserup-proxy,https://github.com/browserup/browserup-proxy,https://api.github.com/repos/browserup/browserup-proxy,browserup,browserup-proxy
0,com.datadoghq:datadog-api-client,com.datadoghq,datadog-api-client,CVE-2021-21331,LOW,True,2021-03-03T23:01:17Z,-1677121000,1.0.0-beta.6,1592826843000,2020-06-22,1.0.0-beta.7,1610393186000,2021-01-11,1.0.0-beta.9,1613135356000,2021-02-12,,GHSA-2cxf-6567-7pp6,CVE-2021-21331,https://github.com/DataDog/datadog-api-client-java,https://github.com/DataDog/datadog-api-client-java,https://api.github.com/repos/DataDog/datadog-api-client-java,DataDog,datadog-api-client-java
0,com.googlecode.wicket-jquery-ui:wicket-jquery-ui-parent,com.googlecode.wicket-jquery-ui,wicket-jquery-ui-parent,CVE-2017-15719,MODERATE,True,2022-05-14T00:58:28Z,-242629252000,6.7.0,1366235027000,2013-04-17,7.9.1,1512503592000,2017-12-05,7.0.0-M3,1409860656000,2014-09-04,,GHSA-pwpc-hqq2-hx2x,CVE-2017-15719,git@github.com:sebfz1/wicket-jquery-ui.git,https://github.com/sebfz1/wicket-jquery-ui,https://api.github.com/repos/sebfz1/wicket-jquery-ui,sebfz1,wicket-jquery-ui
0,cn.hutool:hutool-parent,cn.hutool,hutool-parent,CVE-2018-17297,HIGH,True,2018-10-17T19:54:53Z,-2920936000,4.0.0,1515773663000,2018-01-12,4.1.11,1536798527000,2018-09-12,4.1.12,1536885157000,2018-09-13,,GHSA-rhq2-2574-78mc,CVE-2018-17297,git@github.com:looly/hutool.git,https://github.com/looly/hutool,https://api.github.com/repos/looly/hutool,looly,hutool
0,cn.hippo4j:hippo4j-all,cn.hippo4j,hippo4j-all,CVE-2023-27096,MODERATE,True,2023-03-27T15:30:17Z,-12021816000,0.0.1,1637027142000,2021-11-15,1.4.3,1667723328000,2022-11-06,1.4.3-upgrade,1667909201000,2022-11-08,,GHSA-h855-6hph-v363,CVE-2023-27096,git@github.com:acmenlt/dynamic-threadpool.git,https://github.com/acmenlt/dynamic-threadpool,https://api.github.com/repos/acmenlt/dynamic-threadpool,acmenlt,dynamic-threadpool
0,com.alibaba:fastjson,com.alibaba,fastjson,CVE-2017-18349,CRITICAL,True,2018-10-24T19:42:03Z,-49204268000,1.1.15,1328600407000,2012-02-06,1.1.70.android_noneautotype,1704761669000,2024-01-08,1.2.31,1491205855000,2017-04-03,,GHSA-xjrr-xv9m-4pw5,CVE-2017-18349,https://wenshao@github.com/AlibabaTech/fastjson.git,https://github.com/AlibabaTech/fastjson,https://api.github.com/repos/AlibabaTech/fastjson,AlibabaTech,fastjson
0,com.clickhouse:clickhouse-r2dbc,com.clickhouse,clickhouse-r2dbc,CVE-2024-23689,HIGH,True,2024-01-19T21:30:36Z,-22661283000,0.4.0,1674122157000,2023-01-19,0.4.5,1682382517000,2023-04-24,0.4.6,1683038553000,2023-05-02,,GHSA-3p77-wg4c-qm24,"CVE-2024-23689, GHSA-g8ph-74m6-8m7r",https://github.com/ClickHouse/clickhouse-jdbc/clickhouse-r2dbc,https://github.com/ClickHouse/clickhouse-jdbc,https://api.github.com/repos/ClickHouse/clickhouse-jdbc,ClickHouse,clickhouse-jdbc
0,com.fastasyncworldedit:FastAsyncWorldEdit-Core,com.fastasyncworldedit,FastAsyncWorldEdit-Core,CVE-2023-35925,MODERATE,True,2023-06-22T20:00:36Z,-899517000,2.0.0,1642166005000,2022-01-14,2.6.2,1686129854000,2023-06-07,2.6.3,1686564519000,2023-06-12,,GHSA-whj9-m24x-qhhp,CVE-2023-35925,https://github.com/IntellectualSites/FastAsyncWorldEdit,https://github.com/IntellectualSites/FastAsyncWorldEdit,https://api.github.com/repos/IntellectualSites/FastAsyncWorldEdit,IntellectualSites,FastAsyncWorldEdit
0,com.github.fracpete:vfsjfilechooser2,com.github.fracpete,vfsjfilechooser2,CVE-2021-29061,HIGH,True,2022-01-06T18:44:27Z,-39475367000,0.2.7,1426477544000,2015-03-15,0.2.8,1490572736000,2017-03-26,0.2.9,1602019300000,2020-10-06,,GHSA-c7fh-chf7-jr5x,CVE-2021-29061,https://github.com/fracpete/vfsjfilechooser2,https://github.com/fracpete/vfsjfilechooser2,https://api.github.com/repos/fracpete/vfsjfilechooser2,fracpete,vfsjfilechooser2
0,com.alipay.sofa:hessian,com.alipay.sofa,hessian,CVE-2024-46983,HIGH,True,2024-09-19T14:49:20Z,-182766259000,3.3.0,1523246452000,2018-04-08,3.5.4,1724036278000,2024-08-18,4.0.0,1543991101000,2018-12-04,,GHSA-c459-2m73-67hj,CVE-2024-46983,http://github.com/alipay/sofa-hessian/tree/master,https://github.com/alipay/sofa-hessian,https://api.github.com/repos/alipay/sofa-hessian,alipay,sofa-hessian
0,com.charleskorn.kaml:kaml,com.charleskorn.kaml,kaml,CVE-2023-28118,HIGH,True,2023-03-20T21:26:59Z,-244126000,0.1.0,1544981706000,2018-12-16,0.52.0,1677288120000,2023-02-24,0.53.0,1679103493000,2023-03-17,,GHSA-c24f-2j3g-rg48,CVE-2023-28118,http://github.com/charleskorn/kaml,https://github.com/charleskorn/kaml,https://api.github.com/repos/charleskorn/kaml,charleskorn,kaml
0,com.charleskorn.kaml:kaml,com.charleskorn.kaml,kaml,CVE-2021-39194,MODERATE,True,2021-09-07T23:08:40Z,-231815000,0.1.0,1544981706000,2018-12-16,0.35.2,1628763158000,2021-08-12,0.35.3,1630824305000,2021-09-04,,GHSA-fmm9-3gv8-58f4,CVE-2021-39194,http://github.com/charleskorn/kaml,https://github.com/charleskorn/kaml,https://api.github.com/repos/charleskorn/kaml,charleskorn,kaml
0,com.alipay.sofa:hessian,com.alipay.sofa,hessian,CVE-2019-9212,CRITICAL,True,2019-03-06T17:36:08Z,-4892695000,3.3.0,1523246452000,2018-04-08,3.3.5,1546498147000,2019-01-02,3.3.6,1547001073000,2019-01-08,,GHSA-pfwp-8pq4-g7pv,CVE-2019-9212,http://github.com/alipay/sofa-hessian/tree/master,https://github.com/alipay/sofa-hessian,https://api.github.com/repos/alipay/sofa-hessian,alipay,sofa-hessian
0,com.googlecode.aviator:aviator,com.googlecode.aviator,aviator,CVE-2021-41862,CRITICAL,True,2021-10-04T20:14:31Z,-1773862000,5.2.1,1606216140000,2020-11-24,5.2.7,1628234205000,2021-08-06,5.3.0-beta,1631604609000,2021-09-14,,GHSA-xpv2-8ppj-79hh,CVE-2021-41862,git@github.com:killme2008/aviator.git,https://github.com/killme2008/aviator,https://api.github.com/repos/killme2008/aviator,killme2008,aviator
